,task1,task2,epoch,step,images_needed,target test acc,reached test acc,Label index0,Label index1,Label index2,Label index3,Label index4,Label index5,Label index6,Label index7,Label index8,Label index9
2796,"[0, 7, 8]","[1, 2, 4, 5, 6, 9]",19,33,0,97.73166666666664,83.22580645161291,,,,,,,,,,
2797,"[0, 7, 9]","[1, 2, 4, 6, 8]",19,30,0,97.60666666666668,86.50284020745863,,,,,,,,,,
2798,"[0, 1, 2, 8]","[3, 4, 7, 9]",19,30,0,97.81833333333331,82.24539877300614,,,,,,,,,,
2799,"[1, 2, 4, 5, 9]","[3, 6, 8]",19,29,0,97.945,79.81731731731732,,,,,,,,,,
2800,"[0, 3, 4, 9]","[1, 2, 6, 8]",19,30,0,97.225,85.99009900990099,,,,,,,,,,
2801,"[0, 2, 5]","[1, 3, 8]",19,22,0,97.885,84.04449609828988,,,,,,,,,,
2802,"[0, 1, 2, 4]","[3, 5, 7, 8]",19,30,0,97.67,82.48475040458109,,,,,,,,,,
2803,"[1, 3, 6]","[2, 4, 8, 9]",19,26,0,97.86833333333334,82.12676056338029,,,,,,,,,,
2804,"[0, 1, 3, 4, 9]","[2, 5, 7]",19,30,0,97.46666666666668,84.55627169062964,,,,,,,,,,
2805,"[0, 9]","[1, 2, 4, 6, 8]",19,26,0,97.42833333333331,87.73691654879774,,,,,,,,,,
2806,"[0, 4]","[1, 2, 5, 7, 8]",19,26,0,97.225,86.95714082301012,,,,,,,,,,
2807,"[2, 3, 8]","[4, 5, 7]",19,22,0,97.87166666666668,71.73031429537005,,,,,,,,,,
2808,"[0, 6, 8, 9]","[1, 3]",19,22,0,97.87333333333332,83.39927464556544,,,,,,,,,,
2809,"[0, 1, 3, 5, 6, 8]","[2, 4, 9]",19,33,0,98.10333333333332,83.90548372715114,,,,,,,,,,
2810,"[0, 1, 2, 3]","[4, 5, 7, 9]",19,30,0,97.98833333333332,83.08130887456619,,,,,,,,,,
2811,"[0, 3]","[1, 2, 6, 8]",19,22,0,97.685,83.79044178025948,,,,,,,,,,
2812,"[0, 2, 4]","[1, 3, 9]",19,22,0,97.705,86.61353285621341,,,,,,,,,,
2813,"[1, 3, 4, 8, 9]","[2, 5, 7]",19,30,0,97.945,79.83130736789879,,,,,,,,,,
2814,"[1, 2, 6, 8]","[3, 4, 7, 9]",19,30,0,97.81333333333332,82.8125,,,,,,,,,,
2815,"[1, 5, 6, 7, 9]","[2, 3, 4, 8]",19,33,0,97.82666666666668,80.68736141906874,,,,,,,,,,
2816,"[0, 1, 4, 5, 6]","[2, 3, 8, 9]",19,33,0,97.14,81.5091395452519,,,,,,,,,,
2817,"[2, 5, 7, 8, 9]","[3, 4, 6]",19,29,0,97.98833333333332,75.45973367152821,,,,,,,,,,
2818,"[1, 3, 4, 6, 7, 8]","[2, 5, 9]",19,33,0,97.44666666666669,82.73835920177383,,,,,,,,,,
2819,"[0, 3, 4, 5]","[1, 6, 7]",19,26,0,97.87166666666668,88.48962061560486,,,,,,,,,,
2820,"[1, 2, 3, 5, 7, 9]","[4, 6, 8]",19,33,0,97.705,80.84257206208426,,,,,,,,,,
2821,"[0, 4, 8, 9]","[1, 2, 6, 7]",19,30,0,97.56666666666666,87.42899481353422,,,,,,,,,,
2822,"[0, 1, 6]","[2, 4]",19,19,0,97.52,88.75565166109692,,,,,,,,,,
2823,"[0, 2, 7, 9]","[1, 3, 5, 6]",19,30,0,97.93833333333332,84.39830929885629,,,,,,,,,,
2824,"[1, 2, 3, 4, 8, 9]","[5, 6, 7]",19,33,0,97.815,78.0820399113082,,,,,,,,,,
2825,"[1, 2, 7, 8]","[3, 4, 9]",19,26,0,97.69666666666666,82.37099023709902,,,,,,,,,,
2826,"[0, 2, 8]","[1, 3, 5, 6]",19,26,0,97.77833333333334,79.18636298524567,,,,,,,,,,
2827,"[0, 7, 8]","[1, 2, 4, 5, 9]",19,30,0,97.52833333333332,85.14691235059762,,,,,,,,,,
2828,"[0, 1, 3, 4, 6]","[2, 5, 7, 9]",19,33,0,97.77833333333334,85.24263239530246,,,,,,,,,,
2829,"[0, 1, 2, 3, 9]","[4, 5, 7, 8]",19,33,0,98.11,79.49568679495687,,,,,,,,,,
2830,"[0, 2, 3, 4, 5, 6]","[1, 7, 9]",19,33,0,98.12,86.28406824728562,,,,,,,,,,
2831,"[0, 5, 9]","[1, 2, 4, 7]",19,26,0,97.59,87.60272031737037,,,,,,,,,,
2832,"[0, 2, 7]","[1, 3, 8, 9]",19,26,0,97.52833333333332,83.83091517857143,,,,,,,,,,
2833,"[0, 4, 5, 6, 9]","[1, 2, 8]",19,29,0,98.22,83.3961316252198,,,,,,,,,,
2834,"[0, 4, 6, 7]","[1, 2, 5, 8]",19,29,0,97.78833333333333,84.14985590778097,,,,,,,,,,
2835,"[0, 2, 4]","[1, 3, 8]",19,22,0,97.58666666666667,87.42025192213316,,,,,,,,,,
2836,"[0, 1, 8]","[2, 3, 7, 9]",19,26,0,97.99833333333332,83.95647321428571,,,,,,,,,,
2837,"[0, 5, 7]","[1, 3]",19,19,0,97.355,86.24380574826561,,,,,,,,,,
2838,"[0, 4, 7, 8, 9]","[1, 2, 5, 6]",19,33,0,97.61833333333333,83.50389321468298,,,,,,,,,,
2839,"[1, 2, 4, 5, 9]","[3, 6, 7, 8]",19,33,0,97.81333333333332,81.30820399113082,,,,,,,,,,
2840,"[0, 1, 3, 4, 5, 6]","[2, 7, 9]",19,33,0,98.00666666666666,87.52492798581875,,,,,,,,,,
2841,"[0, 5]","[1, 3, 4, 7]",19,22,0,97.31833333333331,88.56811017089763,,,,,,,,,,
2842,"[1, 9]","[2, 3, 5, 7, 8]",19,26,0,97.45166666666668,70.9322033898305,,,,,,,,,,
2843,"[0, 3, 4]","[1, 2, 7]",19,23,0,97.77333333333334,89.94648937895249,,,,,,,,,,
2844,"[0, 1, 5, 6, 7, 8]","[2, 3, 9]",19,33,0,97.935,78.8977600354846,,,,,,,,,,
2845,"[0, 2, 7]","[1, 3, 6]",19,23,0,97.855,88.34445710564871,,,,,,,,,,
2846,"[0, 2]","[1, 3, 5, 8, 9]",19,26,0,97.87166666666668,83.5608646188851,,,,,,,,,,
2847,"[0, 4, 8, 9]","[1, 2, 5, 6]",19,29,0,98.09,83.2202964079377,,,,,,,,,,
2848,"[0, 1, 3, 6]","[2, 5]",19,22,0,98.01666666666668,84.70118195438656,,,,,,,,,,
2849,"[1, 3, 8, 9]","[2, 4, 6, 7]",19,30,0,97.31833333333331,82.97244094488188,,,,,,,,,,
2850,"[3, 4]","[5, 6, 8]",19,18,0,97.705,70.45265780730897,,,,,,,,,,
2851,"[0, 2, 4, 9]","[1, 3, 6, 7]",19,30,0,97.93833333333332,86.39045979837718,,,,,,,,,,
2852,"[0, 3, 5]","[1, 4, 6, 7]",19,26,0,97.945,87.73085182534001,,,,,,,,,,
2853,"[0, 2, 3]","[1, 4, 8]",19,22,0,97.66,84.19761164730902,,,,,,,,,,
2854,"[0, 3, 6, 9]","[1, 2, 5, 8]",19,29,0,97.79,81.80225281602003,,,,,,,,,,
2855,"[0, 6]","[1, 2, 4, 9]",19,22,0,97.49833333333332,87.33595800524935,,,,,,,,,,
2856,"[1, 3, 5]","[2, 4, 7, 8]",19,26,0,97.86666666666667,80.41967956897774,,,,,,,,,,
2857,"[0, 1, 8, 9]","[2, 3, 5, 6]",19,29,0,97.93833333333332,84.31789737171465,,,,,,,,,,
2858,"[0, 2, 6, 7, 9]","[1, 3, 8]",19,30,0,97.705,84.03888752153581,,,,,,,,,,
2859,"[0, 6]","[1, 2, 7, 8, 9]",19,26,0,97.945,88.25182686902754,,,,,,,,,,
2860,"[0, 9]","[1, 2, 5]",19,18,0,97.49833333333332,88.62916006339144,,,,,,,,,,
2861,"[0, 3]","[1, 4]",19,15,0,97.47333333333331,95.17896274653032,,,,,,,,,,
2862,"[0, 3, 6]","[1, 2, 5, 7, 9]",19,30,0,97.56666666666666,80.88015912481352,,,,,,,,,,
2863,"[0, 3, 7, 9]","[1, 4, 5]",19,26,0,97.86666666666667,84.5224559408755,,,,,,,,,,
2864,"[0, 1, 9]","[2, 4, 5, 6]",19,26,0,97.57,84.44476244991414,,,,,,,,,,
2865,"[0, 2, 3, 5, 6]","[1, 4, 9]",19,29,0,97.82666666666668,84.39609902475618,,,,,,,,,,
2866,"[0, 1, 2, 4, 7]","[3, 5, 8, 9]",19,33,0,97.305,79.48462729484628,,,,,,,,,,
2867,"[0, 3]","[1, 2, 5, 6, 8, 9]",19,29,0,97.885,82.42803504380475,,,,,,,,,,
2868,"[0, 1, 4, 6, 8]","[2, 3, 7, 9]",19,34,0,97.945,84.80456741326307,,,,,,,,,,
2869,"[0, 1, 6, 8]","[2, 3, 7]",19,26,0,97.855,86.328509203316,,,,,,,,,,
2870,"[0, 1, 4, 7, 8, 9]","[2, 3, 6]",19,34,0,97.815,86.38559508124726,,,,,,,,,,
2871,"[0, 8]","[1, 2, 4, 7]",19,22,0,97.90166666666669,89.74066220844887,,,,,,,,,,
2872,"[0, 1, 2, 4, 7]","[3, 5, 8]",19,30,0,97.73166666666664,81.42661521224947,,,,,,,,,,
2873,"[1, 2, 8, 9]","[3, 4, 6]",19,26,0,97.31833333333331,80.19718309859155,,,,,,,,,,
2874,"[3, 7, 8]","[4, 5, 6, 9]",19,25,0,97.965,71.16591273894645,,,,,,,,,,
2875,"[0, 1, 3, 5, 9]","[2, 4, 8]",19,29,0,98.15833333333332,77.63913151984028,,,,,,,,,,
2876,"[0, 3]","[1, 2, 8, 9]",19,22,0,97.80833333333334,82.42671009771986,,,,,,,,,,
2877,"[0, 2, 7]","[1, 3, 8]",19,23,0,97.46666666666668,84.93261893164474,,,,,,,,,,
2878,"[2, 3, 5, 6, 7]","[4, 8, 9]",19,29,0,97.87166666666668,75.26949904882689,,,,,,,,,,
2879,"[0, 6]","[1, 2, 5, 7]",19,22,0,97.87166666666668,90.58921161825725,,,,,,,,,,
2880,"[1, 5, 6, 7, 8, 9]","[2, 3, 4]",19,33,0,97.72333333333331,82.06208425720621,,,,,,,,,,
2881,"[0, 1, 9]","[2, 3, 5, 6, 7, 8]",19,33,0,97.58666666666667,78.96429363495233,,,,,,,,,,
2882,"[0, 2, 7, 8]","[1, 3, 5, 6, 9]",19,33,0,98.10333333333332,78.42093590596585,,,,,,,,,,
2883,"[1, 3, 7]","[2, 4, 6]",19,23,0,97.45,84.5240032546786,,,,,,,,,,
2884,"[1, 3, 4, 7, 8, 9]","[2, 5, 6]",19,33,0,97.58333333333331,83.89135254988913,,,,,,,,,,
2885,"[0, 9]","[1, 2, 4, 6, 7, 8]",19,30,0,97.64833333333334,86.31760928624351,,,,,,,,,,
2886,"[0, 2, 4, 5, 6]","[1, 3, 8, 9]",19,33,0,97.83833333333334,82.52340615247437,,,,,,,,,,
2887,"[0, 4, 6]","[1, 2, 8]",19,22,0,97.08833333333334,87.09783864048836,,,,,,,,,,
2888,"[0, 4]","[1, 2, 6, 9]",19,22,0,98.04833333333332,86.04002624671917,,,,,,,,,,
2889,"[1, 4, 5, 6, 8]","[2, 3, 9]",19,29,0,97.56666666666666,80.13013013013013,,,,,,,,,,
2890,"[1, 2, 7]","[3, 4, 9]",19,23,0,98.04833333333332,88.83150419625565,,,,,,,,,,
2891,"[1, 5, 8]","[2, 3, 6]",19,22,0,97.82666666666668,79.62006332277953,,,,,,,,,,
2892,"[0, 7, 9]","[1, 3, 4]",19,23,0,97.96833333333332,88.39518229166666,,,,,,,,,,
2893,"[0, 3, 8, 9]","[1, 4, 5]",19,26,0,97.33666666666667,76.42509309653394,,,,,,,,,,
2894,"[0, 6, 9]","[1, 2, 5, 7]",19,26,0,97.945,88.14330395223202,,,,,,,,,,
2895,"[0, 2, 7]","[1, 3, 5, 6]",19,26,0,98.00666666666666,85.78535891968728,,,,,,,,,,
2896,"[0, 3, 4, 8]","[1, 2, 6]",19,26,0,97.81333333333332,86.67798048366568,,,,,,,,,,
2897,"[2, 3, 4, 7]","[5, 6, 8, 9]",19,29,0,97.69666666666666,74.47051363348129,,,,,,,,,,
2898,"[1, 5, 6]","[2, 3, 9]",19,22,0,98.09,85.53677932405567,,,,,,,,,,
2899,"[1, 3, 7]","[2, 5, 6]",19,22,0,97.665,81.61849710982659,,,,,,,,,,
2900,"[1, 6, 7]","[2, 3, 8]",19,23,0,97.84,83.73798272771712,,,,,,,,,,
2901,"[0, 4, 9]","[1, 2, 6, 8]",19,26,0,97.81333333333332,87.87835926449787,,,,,,,,,,
2902,"[0, 4]","[1, 2, 7, 9]",19,22,0,97.74166666666667,88.955562763542,,,,,,,,,,
2903,"[0, 2, 3, 7]","[1, 4, 8]",19,26,0,97.13,87.17266489287215,,,,,,,,,,
2904,"[0, 1, 4, 7, 8]","[2, 3, 9]",19,30,0,97.70666666666666,82.40490797546012,,,,,,,,,,
2905,"[0, 3, 4, 6, 7]","[1, 2, 8, 9]",19,34,0,97.74666666666668,85.8915239350022,,,,,,,,,,
2906,"[0, 1, 6, 9]","[2, 3, 5, 8]",19,29,0,97.69666666666666,84.01752190237796,,,,,,,,,,
2907,"[0, 5, 6]","[1, 3, 4, 7]",19,26,0,97.58666666666667,87.10093056549749,,,,,,,,,,
2908,"[0, 1, 4, 6, 8, 9]","[2, 3, 7]",19,34,0,97.86333333333332,82.5098814229249,,,,,,,,,,
2909,"[1, 2, 3, 4, 9]","[5, 6, 8]",19,29,0,97.74166666666667,77.6026026026026,,,,,,,,,,
2910,"[0, 1, 2, 4]","[3, 5, 8]",19,26,0,98.02666666666666,82.98358315488936,,,,,,,,,,
2911,"[1, 7]","[2, 3, 6, 9]",19,23,0,97.86333333333332,83.66817887232664,,,,,,,,,,
2912,"[2, 4, 8, 9]","[3, 5, 6, 7]",19,29,0,98.00666666666666,75.00317057704503,,,,,,,,,,
2913,"[0, 3, 4, 6]","[1, 2, 7, 8]",19,30,0,97.98833333333332,85.82541054451167,,,,,,,,,,
2914,"[1, 3, 5, 6]","[2, 4, 9]",19,26,0,97.90166666666669,80.4360216585922,,,,,,,,,,
2915,"[0, 1, 2, 3, 5]","[4, 6, 8]",19,29,0,97.84,80.58520658043452,,,,,,,,,,
2916,"[0, 1, 4, 8]","[2, 5]",19,22,0,97.77833333333334,86.80567139282735,,,,,,,,,,
2917,"[0, 5, 6, 8, 9]","[1, 2, 3, 7]",19,33,0,97.77333333333334,79.79596362829896,,,,,,,,,,
2918,"[0, 2, 5]","[1, 4, 6, 7, 8]",19,29,0,97.755,85.03946873825335,,,,,,,,,,
2919,"[0, 3, 5, 9]","[1, 2, 6, 7]",19,30,0,97.305,85.67876678269518,,,,,,,,,,
2920,"[0, 5, 7, 9]","[1, 2, 8]",19,26,0,97.74166666666667,86.41134751773049,,,,,,,,,,
2921,"[0, 3, 4, 7, 8]","[1, 2, 6, 9]",19,34,0,98.01166666666668,84.10188844971454,,,,,,,,,,
2922,"[0, 6]","[1, 2, 4, 7, 8, 9]",19,30,0,97.79,85.68782415411212,,,,,,,,,,
2923,"[1, 3, 5]","[2, 6]",19,18,0,97.685,84.08593594589219,,,,,,,,,,
2924,"[1, 4]","[2, 3, 6, 7, 8, 9]",19,30,0,97.58666666666667,82.38188976377953,,,,,,,,,,
2925,"[0, 9]","[1, 2, 4, 7, 8]",19,26,0,97.705,86.69467787114846,,,,,,,,,,
2926,"[1, 3, 7]","[2, 4, 6, 8, 9]",19,30,0,97.56666666666666,82.8617125984252,,,,,,,,,,
2927,"[0, 1, 2, 7]","[3, 4, 9]",19,26,0,98.10333333333332,89.08862876254182,,,,,,,,,,
2928,"[0, 3, 6]","[1, 2, 5, 7, 8]",19,30,0,96.825,79.7852416031964,,,,,,,,,,
2929,"[0, 2, 4, 7, 9]","[1, 3, 6, 8]",19,34,0,97.86333333333332,84.72771190162494,,,,,,,,,,
2930,"[1, 6, 9]","[2, 3, 7, 8]",19,26,0,98.05,84.31290232297789,,,,,,,,,,
2931,"[0, 1, 6, 7, 9]","[2, 3, 4, 8]",19,34,0,97.52,83.46508563899869,,,,,,,,,,
2932,"[1, 2, 5, 7, 8]","[3, 4, 9]",19,30,0,98.01166666666668,80.02976928801786,,,,,,,,,,
2933,"[1, 3, 5, 8, 9]","[2, 4, 6, 7]",19,33,0,97.84,81.6629711751663,,,,,,,,,,
2934,"[0, 1, 2, 9]","[3, 4, 7]",19,26,0,97.45166666666668,88.37792642140468,,,,,,,,,,
2935,"[2, 3, 7]","[4, 5, 8, 9]",19,25,0,97.86833333333334,67.79269525046918,,,,,,,,,,
2936,"[1, 4, 5, 7]","[2, 3, 8]",19,26,0,97.77833333333334,79.07273500638027,,,,,,,,,,
2937,"[0, 3, 4, 7, 8]","[1, 2, 9]",19,30,0,97.45166666666668,82.0122699386503,,,,,,,,,,
2938,"[0, 1, 5, 9]","[2, 4, 6]",19,26,0,97.945,86.53405838580423,,,,,,,,,,
2939,"[0, 1, 4, 5, 8]","[2, 3, 6, 9]",19,33,0,97.68333333333334,78.06509139545253,,,,,,,,,,
2940,"[0, 2, 3, 6, 8]","[1, 4, 5, 9]",19,33,0,97.44166666666668,80.36112349531876,,,,,,,,,,
2941,"[1, 2]","[3, 4, 6, 8]",19,22,0,97.68166666666669,82.3510096864226,,,,,,,,,,
2942,"[0, 1, 2, 4, 6]","[3, 5, 9]",19,29,0,97.31666666666666,82.2205551387847,,,,,,,,,,
2943,"[0, 2]","[1, 3, 7, 8, 9]",19,26,0,97.68166666666669,83.97042410714286,,,,,,,,,,
2944,"[0, 4, 5, 6, 7]","[1, 2, 8, 9]",19,33,0,97.855,81.0901001112347,,,,,,,,,,
2945,"[0, 5, 6, 8, 9]","[1, 2, 4]",19,29,0,97.80833333333334,83.2202964079377,,,,,,,,,,
2946,"[0, 6]","[1, 2, 4, 5, 9]",19,26,0,97.81833333333331,84.58786491127648,,,,,,,,,,
2947,"[0, 1, 2, 3, 4]","[5, 6, 7, 9]",19,33,0,97.78833333333333,84.89918014624418,,,,,,,,,,
2948,"[2, 4, 7]","[3, 5, 8, 9]",19,25,0,97.58666666666667,67.77825898657427,,,,,,,,,,
2949,"[0, 2]","[1, 3, 7]",19,19,0,98.01666666666668,87.34811957569913,,,,,,,,,,
2950,"[1, 5, 7]","[2, 3, 6, 8, 9]",19,30,0,98.01166666666668,75.64070664344365,,,,,,,,,,
2951,"[0, 2, 7, 8]","[1, 4, 5]",19,26,0,97.945,86.51573401680194,,,,,,,,,,
2952,"[0, 2, 4, 5, 7]","[1, 3, 9]",19,30,0,97.85333333333334,84.82895389191869,,,,,,,,,,
2953,"[2, 7]","[3, 5]",19,14,0,97.13,75.44169611307422,,,,,,,,,,
2954,"[0, 2, 6]","[1, 3, 7, 9]",19,26,0,97.82666666666668,87.16442953020133,,,,,,,,,,
2955,"[0, 2, 6, 7, 8]","[1, 3, 5, 9]",19,33,0,97.855,75.61543579507651,,,,,,,,,,
2956,"[0, 1, 3, 5]","[2, 6, 7]",19,26,0,97.78833333333333,86.05543710021321,,,,,,,,,,
2957,"[0, 1, 3, 5, 8]","[2, 4, 9]",19,29,0,97.73166666666664,78.87446967806339,,,,,,,,,,
2958,"[0, 4, 6]","[1, 2, 5, 7, 8, 9]",19,33,0,98.01166666666668,82.46941045606229,,,,,,,,,,
2959,"[0, 4, 5, 8, 9]","[1, 2, 3, 7]",19,33,0,97.71333333333332,79.77217429772175,,,,,,,,,,
2960,"[0, 2, 4, 8]","[1, 3, 6, 7, 9]",19,34,0,97.69666666666666,84.32147562582345,,,,,,,,,,
2961,"[0, 1, 2, 6, 7, 9]","[3, 4, 8]",19,34,0,97.58333333333331,85.01317523056655,,,,,,,,,,
2962,"[0, 4, 5]","[1, 3, 6, 7, 8]",19,30,0,97.945,79.35670310340495,,,,,,,,,,
2963,"[0, 3, 4, 5, 6, 8]","[1, 2, 9]",19,33,0,97.86333333333332,84.17298261257244,,,,,,,,,,
2964,"[0, 5]","[1, 2, 7]",19,18,0,97.945,89.65857509374383,,,,,,,,,,
2965,"[0, 3, 4, 5]","[1, 2, 7, 8]",19,30,0,97.52,81.7378314452882,,,,,,,,,,
2966,"[0, 1, 4, 6]","[2, 3, 8, 9]",19,30,0,97.93833333333332,84.03465346534654,,,,,,,,,,
2967,"[0, 4, 5]","[1, 3, 6, 7]",19,26,0,97.805,86.80028632784538,,,,,,,,,,
2968,"[0, 2, 6, 8]","[1, 3, 7]",19,26,0,97.945,85.14823661655193,,,,,,,,,,
2969,"[0, 5, 6, 9]","[1, 2, 7, 8]",19,30,0,97.81333333333332,83.01698301698302,,,,,,,,,,
2970,"[0, 2, 6]","[1, 3, 5, 7, 9]",19,30,0,97.45,84.74639482844356,,,,,,,,,,
2971,"[0, 2, 4]","[1, 5, 6, 7, 8]",19,29,0,97.14,85.95414108507707,,,,,,,,,,
2972,"[0, 1, 2]","[3, 4, 8]",19,22,0,97.945,85.75167675445772,,,,,,,,,,
2973,"[0, 3, 8]","[1, 2, 5, 6]",19,26,0,97.13,81.36370147543332,,,,,,,,,,
2974,"[0, 5, 9]","[1, 2, 6]",19,22,0,97.755,85.46453546453546,,,,,,,,,,
2975,"[2, 3, 6, 8, 9]","[4, 5, 7]",19,29,0,98.195,72.92327203551046,,,,,,,,,,
2976,"[0, 1, 3, 7, 8]","[2, 4, 9]",19,30,0,97.22833333333334,83.57055214723927,,,,,,,,,,
2977,"[0, 1]","[2, 3, 5, 8]",19,22,0,97.56666666666666,83.03171177154242,,,,,,,,,,
2978,"[0, 1, 7]","[2, 3, 6, 8, 9]",19,30,0,97.14,84.77725818360817,,,,,,,,,,
2979,"[0, 3, 4]","[1, 2, 6, 9]",19,26,0,97.70833333333331,86.72952434562342,,,,,,,,,,
2980,"[0, 6]","[1, 2, 4, 5, 8]",19,26,0,97.87333333333332,85.09995685315691,,,,,,,,,,
2981,"[1, 8]","[2, 3, 9]",19,19,0,98.01166666666668,80.73643410852713,,,,,,,,,,
2982,"[0, 1, 2, 6]","[3, 4, 9]",19,26,0,97.855,88.46045595271602,,,,,,,,,,
2983,"[1, 3, 7]","[2, 5]",19,19,0,97.58666666666667,82.38179321169315,,,,,,,,,,
2984,"[2, 6, 7]","[3, 4, 8]",19,22,0,97.56666666666666,79.81283422459893,,,,,,,,,,
2985,"[0, 3, 4, 8]","[1, 2, 6, 9]",19,30,0,97.225,85.34653465346534,,,,,,,,,,
2986,"[1, 3, 4, 5, 6]","[2, 7, 8, 9]",19,33,0,97.58666666666667,79.77827050997782,,,,,,,,,,
2987,"[1, 2, 5, 8]","[3, 4, 7]",19,26,0,97.83833333333334,80.47639302424501,,,,,,,,,,
2988,"[1, 8]","[2, 3, 7, 9]",19,23,0,97.58666666666667,81.67420814479638,,,,,,,,,,
2989,"[0, 3, 4, 7, 8, 9]","[1, 2, 6]",19,34,0,97.58333333333331,83.28941589811156,,,,,,,,,,
2990,"[1, 3, 4, 6, 8]","[2, 5, 7, 9]",19,33,0,97.37166666666668,78.23725055432372,,,,,,,,,,
2991,"[1, 6]","[2, 3, 7, 8, 9]",19,26,0,97.46666666666668,82.77357962496501,,,,,,,,,,
2992,"[1, 4]","[2, 3, 9]",19,19,0,97.58666666666667,84.73297213622291,,,,,,,,,,
2993,"[0, 1, 3, 4]","[2, 5, 7, 8, 9]",19,33,0,98.06166666666668,81.98407431984074,,,,,,,,,,
2994,"[0, 9]","[1, 2, 5, 7, 8]",19,26,0,97.92666666666666,85.46099290780141,,,,,,,,,,
2995,"[2, 7, 8]","[3, 4, 5, 9]",19,25,0,97.84,69.3518117511188,,,,,,,,,,
2996,"[0, 3, 8, 9]","[1, 2, 5, 6]",19,29,0,97.705,82.92866082603254,,,,,,,,,,
2997,"[0, 2, 3, 9]","[1, 4, 6, 8]",19,30,0,98.10333333333332,84.51732673267327,,,,,,,,,,
2998,"[0, 2, 3, 4]","[1, 5, 7, 9]",19,30,0,97.705,81.45761031234507,,,,,,,,,,
2999,"[1, 5, 7, 9]","[2, 3, 6, 8]",19,30,0,97.86833333333334,82.35879572032843,,,,,,,,,,
3000,"[1, 2, 4, 7, 8]","[3, 5, 6, 9]",19,33,0,97.77333333333334,82.32815964523282,,,,,,,,,,
3001,"[2, 4, 6, 7, 8]","[3, 5, 9]",19,29,0,97.885,72.66962587190868,,,,,,,,,,
3002,"[0, 1, 3, 5, 6]","[2, 4, 8, 9]",19,33,0,98.11,76.61613909942042,,,,,,,,,,
3003,"[0, 2, 3, 5]","[1, 4, 8]",19,26,0,97.4,83.66880799428979,,,,,,,,,,
3004,"[3, 4]","[5, 6, 9]",19,18,0,97.77333333333334,73.8198309626881,,,,,,,,,,
3005,"[0, 1, 2, 5]","[3, 4, 7, 9]",19,30,0,97.75666666666667,85.8329201784829,,,,,,,,,,
3006,"[0, 5, 7]","[1, 2, 6, 8, 9]",19,30,0,97.69666666666666,81.2062937062937,,,,,,,,,,
3007,"[0, 1, 3, 6]","[2, 4, 7, 9]",19,30,0,97.58666666666667,87.4231620358987,,,,,,,,,,
3008,"[0, 1, 2, 4, 7]","[3, 5, 6, 9]",19,33,0,97.705,88.3115444272103,,,,,,,,,,
3009,"[0, 2]","[1, 3, 8, 9]",19,22,0,97.54,85.50488599348535,,,,,,,,,,
3010,"[0, 3, 8]","[1, 2, 5, 7]",19,26,0,97.89166666666668,79.47808821443768,,,,,,,,,,
3011,"[0, 4, 6, 8, 9]","[1, 2, 5]",19,29,0,97.685,83.99899522732981,,,,,,,,,,
3012,"[0, 1, 3, 6, 8]","[2, 4, 7, 9]",19,34,0,97.87166666666668,83.88230127360562,,,,,,,,,,
3013,"[0, 2, 8, 9]","[1, 3, 7]",19,26,0,97.81666666666666,82.70089285714286,,,,,,,,,,
3014,"[1, 2]","[3, 4, 7, 8, 9]",19,26,0,97.67,83.30543933054393,,,,,,,,,,
3015,"[0, 4, 8, 9]","[1, 2, 7]",19,26,0,97.885,87.26890756302521,,,,,,,,,,
3016,"[0, 1, 2, 4, 6]","[3, 5, 8]",19,29,0,97.07833333333332,83.0089162375989,,,,,,,,,,
3017,"[0, 2, 4, 5, 6]","[1, 3, 7, 9]",19,33,0,97.855,86.76046975404388,,,,,,,,,,
3018,"[1, 4, 7]","[2, 3, 8]",19,23,0,97.745,85.34328842720338,,,,,,,,,,
3019,"[0, 7]","[1, 2, 4, 6]",19,22,0,97.45166666666668,89.73017170891251,,,,,,,,,,
3020,"[0, 1]","[2, 3, 6, 7]",19,23,0,97.83833333333334,87.83981767865863,,,,,,,,,,
3021,"[1, 5, 8, 9]","[2, 3, 6]",19,26,0,97.4,81.46932952924394,,,,,,,,,,
3022,"[0, 2, 5, 6, 8]","[1, 3, 4, 9]",19,33,0,97.68166666666669,79.6923762817655,,,,,,,,,,
3023,"[0, 2, 5, 6]","[1, 4]",19,22,0,98.32166666666666,87.35574510787757,,,,,,,,,,
3024,"[0, 1, 4, 6, 9]","[2, 3, 5, 8]",19,33,0,97.34333333333332,79.89300044583148,,,,,,,,,,
3025,"[2, 4, 6]","[3, 5, 7, 9]",19,25,0,97.68166666666669,76.11054840109969,,,,,,,,,,
3026,"[0, 1, 2, 3, 8, 9]","[4, 5, 7]",19,33,0,97.74166666666667,77.94735677947357,,,,,,,,,,
3027,"[0, 2, 8, 9]","[1, 3, 5]",19,26,0,97.27666666666669,83.48976109215018,,,,,,,,,,
3028,"[0, 3]","[1, 4, 5, 7]",19,22,0,97.80666666666666,88.0537580886013,,,,,,,,,,
3029,"[1, 2, 3, 4, 5, 6]","[7, 8, 9]",19,33,0,97.945,84.67849223946786,,,,,,,,,,
3030,"[2, 4, 7, 8]","[3, 5, 6, 9]",19,29,0,97.77333333333334,73.92517438173748,,,,,,,,,,
3031,"[0, 1, 6, 8, 9]","[2, 3, 5]",19,29,0,97.46666666666668,82.02753441802253,,,,,,,,,,
